_id,_accuracy,__text
MX.18.106.1,incorrect,It dissolved in the water.
MX.18.119.1,incorrect,The chemical that stayed down there.
MX.18.146.1,incorrect,The chemical that saturated down there.
MX.18.151.1,incorrect,That is not a solution it is a mixture.
MX.18.219.1,incorrect,It creates a precipitate a new chemical who you mix 2 different chemicals and that creates a precipitate.
MX.18.248.1,incorrect,The white solid indicates by being a mixture.
MX.18.255.1,incorrect,The white solid indicates that the white solid went to the bottom.
MX.18.277.1,incorrect,A solution.
MX.18.283.1,incorrect,To evaporate.
MX.18.291.1,incorrect,The material that you put in the water did not dissolve because it is too heavy.
MX.18.364.1,incorrect,The white solid had settles and so the 2 solutions would be a mixture.
MX.18.366.1,incorrect,All of the thing that you put in will go to the bottom leaving a clear liquid.
MX.18.381.1,incorrect,There is a precipitate on the bottom.
MX.18.387.1,incorrect,It is a product on the bottom of the cap.
MX.18.422.1,incorrect,Well when you mix the 2 solutions it became a different mixture.
MX.18.426.1,incorrect,That it is a new solid material.
MX.18.428.1,correct,Chemical reaction.
MX.18.439.1,correct,A chemical reaction.
MX.18.453.1,incorrect,It indicates a precipitate.
MX.18.456.1,incorrect,That white solid indicates a precipitate.
MX.18.458.1,incorrect,It saturated in the cup.
MX.18.463.1,incorrect,"That it is a precipitate because if they mixed materials, together and there was a cherry and there is a new material then that is a precipitate."
MX.18.468.1,incorrect,Because that one that you are say that you are so to 46 that or no.
MX.18.490.1,incorrect,That the water cannot hold any more solute. It is saturated.
MX.18.492.1,incorrect,That the white solid is C.
MX.18.493.1,incorrect,A new product that is called a precipitate.
MX.18.496.1,incorrect,That you have made a saturated solution.
MX.18.503.1,incorrect,The white solid indicates that a precipitate has occurred.
MX.18.504.1,incorrect,A precipitant.
MX.18.542.1,incorrect,Salt.
MX.18.572.1,incorrect,It was solution and a mixture. It promptly got cold or hot at the bottom.
MX.18.601.1,incorrect,Saturation.
MX.18.636.1,incorrect,The white solid indicates the crystals.
MX.18.639.1,correct,It indicates that it turned into a solution and mixture that got mixed then produced chemical also.
MX.18.996.1,incorrect,We kept on glassing because it become clear.
