_id,_accuracy,__text
EM.48b.105.1,incorrect,I chose this answer because I remember what type it is because I remembered.
EM.48b.112.1,incorrect,The key on the bottom and the match.
EM.48b.115.1,incorrect,I see the same picture or shape.
EM.48b.121.1,correct,Because on the key alum is a hexagon with a box in it and lines on the net observation it is the same.
EM.48b.139.1,incorrect,Because the crystals in the circle are the same as the crystals in the alum square.
EM.48b.154.1,incorrect,The picture looks like the alum.
EM.48b.179.1,incorrect,Because of its shaped like a hexagon with a square inside.
EM.48b.214.1,correct,They have the same shape.
EM.48b.216.1,incorrect,Because I know what to do with the key.
EM.48b.220.1,incorrect,I chose the answer because in the key below in the middle is alum and it looks the same as the one above.
EM.48b.241.1,incorrect,Because it looks the same as her observation.
EM.48b.252.1,incorrect,It is the same crystals.
EM.48b.279.1,incorrect,Because they look the same.
EM.48b.280.1,incorrect,It look the same.
EM.48b.354.1,incorrect,Because it is crystals and the things look like them.
EM.48b.361.1,incorrect,"It looks like little diamonds, but it is salt."
EM.48b.395.1,incorrect,I chose this answer because the picture in the circle and the picture square look the same.
EM.48b.402.1,incorrect,I chose this answer because the shape and design looks the same.
EM.48b.439.1,incorrect,I chose it because that is the only crystal that looks like alum.
EM.48b.444.1,incorrect,Alum has things inside so I look at the picture and it has things inside so I knew it was alum.
EM.48b.500.1,incorrect,Because they have the same shape and they have the same size and they have squares inside them.
EM.48b.502.1,incorrect,"Because they have squares inside of it, they have lines going to the outside of it, and it has sides on the outside."
EM.48b.503.1,correct,Because it is the same shape and has the same design in it.
EM.48b.509.1,correct,Because the picture that Emily drew looks just like the alum in the crystal sheet key and they are both the same shape and have the same pattern.
EM.48b.523.1,incorrect,Alum looks exactly a like it in the dish.
EM.48b.525.1,incorrect,Because alum is the same one up there and I remembered studying it.
EM.48b.530.1,incorrect,Because Alum looks like that.
EM.48b.536.1,incorrect,Why I chose that answer is that it looks like Alum.
EM.48b.557.1,correct,Because alum has a hexagon shape.
EM.48b.567.1,incorrect,Alum answer.
EM.48b.598.1,incorrect,Because it look 3D or like a box the same shape.
EM.48b.609.1,incorrect,Because I looked at the crystals and looked at the key and compared it. Then I saw a match.
EM.48b.631.1,incorrect,It is match is.
EM.48b.639.1,incorrect,Because the alum matches.
EM.48b.645.1,incorrect,Because the picture matches.
EM.48b.647.1,incorrect,Because it has the same shape and size.
